Wavelength,Intensity,,,,,,,,,,,,,,,,,,,,,,,,
  559.2,9.86E+04,,,,,,,,,,,,,,,,,,,,,,,,
  560.2,9.50E+04,,,,,,,,,,,,,,,,,,,,,,,,
  561.2,9.04E+04,,,,,,,,,,,,,,,,,,,,,,,,
  562.2,8.50E+04,,,,,,,,,,,,,,,,,,,,,,,,
  563.3,7.83E+04,,,,,,,,,,,,,,,,,,,,,,,,
  564.3,7.18E+04,,,,,,,,,,,,,,,,,,,,,,,,
  565.3,6.51E+04,,,,,,,,,,,,,,,,,,,,,,,,
  566.3,5.84E+04,,,,,,,,,,,,,,,,,,,,,,,,
  567.3,5.18E+04,,,,,,,,,,,,,,,,,,,,,,,,
  568.4,4.50E+04,,,,,,,,,,,,,,,,,,,,,,,,
  569.4,3.92E+04,,,,,,,,,,,,,,,,,,,,,,,,
  570.4,3.40E+04,,,,,,,,,,,,,,,,,,,,,,,,
  571.4,2.94E+04,,,,,,,,,,,,,,,,,,,,,,,,
  572.4,2.53E+04,,,,,,,,,,,,,,,,,,,,,,,,
  573.5,2.16E+04,,,,,,,,,,,,,,,,,,,,,,,,
  574.5,1.88E+04,,,,,,,,,,,,,,,,,,,,,,,,
  575.5,1.66E+04,,,,,,,,,,,,,,,,,,,,,,,,
  576.5,1.48E+04,,,,,,,,,,,,,,,,,,,,,,,,
  577.6,1.34E+04,,,,,,,,,,,,,,,,,,,,,,,,
  578.6,1.24E+04,,,,,,,,,,,,,,,,,,,,,,,,
  579.6,1.17E+04,,,,,,,,,,,,,,,,,,,,,,,,
  580.6,1.12E+04,,,,,,,,,,,,,,,,,,,,,,,,
  581.6,1.09E+04,,,,,,,,,,,,,,,,,,,,,,,,
  582.7,1.07E+04,,,,,,,,,,,,,,,,,,,,,,,,
  583.7,1.07E+04,,,,,,,,,,,,,,,,,,,,,,,,
  584.7,1.07E+04,,,,,,,,,,,,,,,,,,,,,,,,
  585.7,1.07E+04,,,,,,,,,,,,,,,,,,,,,,,,
  586.7,1.08E+04,,,,,,,,,,,,,,,,,,,,,,,,
  587.8,1.09E+04,,,,,,,,,,,,,,,,,,,,,,,,
  588.8,1.10E+04,,,,,,,,,,,,,,,,,,,,,,,,
  589.8,1.12E+04,,,,,,,,,,,,,,,,,,,,,,,,
  590.8,1.15E+04,,,,,,,,,,,,,,,,,,,,,,,,
  591.8,1.18E+04,,,,,,,,,,,,,,,,,,,,,,,,
  592.9,1.23E+04,,,,,,,,,,,,,,,,,,,,,,,,
  593.9,1.30E+04,,,,,,,,,,,,,,,,,,,,,,,,
  594.9,1.38E+04,,,,,,,,,,,,,,,,,,,,,,,,
  595.9,1.48E+04,,,,,,,,,,,,,,,,,,,,,,,,
  596.9,1.61E+04,,,,,,,,,,,,,,,,,,,,,,,,
  598,1.80E+04,,,,,,,,,,,,,,,,,,,,,,,,
  599,2.02E+04,,,,,,,,,,,,,,,,,,,,,,,,
  600,2.29E+04,,,,,,,,,,,,,,,,,,,,,,,,
  601,2.63E+04,,,,,,,,,,,,,,,,,,,,,,,,
  602,3.05E+04,,,,,,,,,,,,,,,,,,,,,,,,
  603.1,3.62E+04,,,,,,,,,,,,,,,,,,,,,,,,
  604.1,4.25E+04,,,,,,,,,,,,,,,,,,,,,,,,
  605.1,5.01E+04,,,,,,,,,,,,,,,,,,,,,,,,
  606.1,5.91E+04,,,,,,,,,,,,,,,,,,,,,,,,
  607.1,6.96E+04,,,,,,,,,,,,,,,,,,,,,,,,
  608.2,8.31E+04,,,,,,,,,,,,,,,,,,,,,,,,
  609.2,9.72E+04,,,,,,,,,,,,,,,,,,,,,,,,
  610.2,1.13E+05,,,,,,,,,,,,,,,,,,,,,,,,
  611.2,1.31E+05,,,,,,,,,,,,,,,,,,,,,,,,
  612.2,1.50E+05,,,,,,,,,,,,,,,,,,,,,,,,
  613.3,1.73E+05,,,,,,,,,,,,,,,,,,,,,,,,
  614.3,1.95E+05,,,,,,,,,,,,,,,,,,,,,,,,
  615.3,2.18E+05,,,,,,,,,,,,,,,,,,,,,,,,
  616.3,2.42E+05,,,,,,,,,,,,,,,,,,,,,,,,
  617.3,2.66E+05,,,,,,,,,,,,,,,,,,,,,,,,
  618.4,2.93E+05,,,,,,,,,,,,,,,,,,,,,,,,
  619.4,3.16E+05,,,,,,,,,,,,,,,,,,,,,,,,
  620.4,3.39E+05,,,,,,,,,,,,,,,,,,,,,,,,
  621.4,3.61E+05,,,,,,,,,,,,,,,,,,,,,,,,
  622.4,3.81E+05,,,,,,,,,,,,,,,,,,,,,,,,
  623.5,4.01E+05,,,,,,,,,,,,,,,,,,,,,,,,
  624.5,4.17E+05,,,,,,,,,,,,,,,,,,,,,,,,
  625.5,4.31E+05,,,,,,,,,,,,,,,,,,,,,,,,
  626.5,4.42E+05,,,,,,,,,,,,,,,,,,,,,,,,
  627.6,4.51E+05,,,,,,,,,,,,,,,,,,,,,,,,
  628.6,4.57E+05,,,,,,,,,,,,,,,,,,,,,,,,
  629.6,4.59E+05,,,,,,,,,,,,,,,,,,,,,,,,
  630.6,4.59E+05,,,,,,,,,,,,,,,,,,,,,,,,
  631.6,4.56E+05,,,,,,,,,,,,,,,,,,,,,,,,
  632.7,4.50E+05,,,,,,,,,,,,,,,,,,,,,,,,
  633.7,4.41E+05,,,,,,,,,,,,,,,,,,,,,,,,
  634.7,4.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
  635.7,4.15E+05,,,,,,,,,,,,,,,,,,,,,,,,
  636.7,3.98E+05,,,,,,,,,,,,,,,,,,,,,,,,
  637.8,3.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
  638.8,3.57E+05,,,,,,,,,,,,,,,,,,,,,,,,
  639.8,3.34E+05,,,,,,,,,,,,,,,,,,,,,,,,
  640.8,3.11E+05,,,,,,,,,,,,,,,,,,,,,,,,
  641.8,2.86E+05,,,,,,,,,,,,,,,,,,,,,,,,
  642.9,2.58E+05,,,,,,,,,,,,,,,,,,,,,,,,
  643.9,2.33E+05,,,,,,,,,,,,,,,,,,,,,,,,
  644.9,2.09E+05,,,,,,,,,,,,,,,,,,,,,,,,
  645.9,1.85E+05,,,,,,,,,,,,,,,,,,,,,,,,
  646.9,1.62E+05,,,,,,,,,,,,,,,,,,,,,,,,
  648,1.39E+05,,,,,,,,,,,,,,,,,,,,,,,,
  649,1.19E+05,,,,,,,,,,,,,,,,,,,,,,,,
  650,1.01E+05,,,,,,,,,,,,,,,,,,,,,,,,
  651,8.50E+04,,,,,,,,,,,,,,,,,,,,,,,,
  652,7.08E+04,,,,,,,,,,,,,,,,,,,,,,,,
  653.1,5.73E+04,,,,,,,,,,,,,,,,,,,,,,,,
  654.1,4.69E+04,,,,,,,,,,,,,,,,,,,,,,,,
  655.1,3.82E+04,,,,,,,,,,,,,,,,,,,,,,,,
  656.1,3.10E+04,,,,,,,,,,,,,,,,,,,,,,,,
  657.1,2.53E+04,,,,,,,,,,,,,,,,,,,,,,,,
  658.2,2.05E+04,,,,,,,,,,,,,,,,,,,,,,,,
  659.2,1.74E+04,,,,,,,,,,,,,,,,,,,,,,,,
  660.2,1.54E+04,,,,,,,,,,,,,,,,,,,,,,,,
  661.2,1.43E+04,,,,,,,,,,,,,,,,,,,,,,,,
  662.2,1.42E+04,,,,,,,,,,,,,,,,,,,,,,,,
  663.3,1.50E+04,,,,,,,,,,,,,,,,,,,,,,,,
  664.3,1.66E+04,,,,,,,,,,,,,,,,,,,,,,,,
  665.3,1.90E+04,,,,,,,,,,,,,,,,,,,,,,,,
  666.3,2.23E+04,,,,,,,,,,,,,,,,,,,,,,,,
  667.3,2.63E+04,,,,,,,,,,,,,,,,,,,,,,,,
  668.4,3.18E+04,,,,,,,,,,,,,,,,,,,,,,,,
  669.4,3.77E+04,,,,,,,,,,,,,,,,,,,,,,,,
  670.4,4.46E+04,,,,,,,,,,,,,,,,,,,,,,,,
  671.4,5.25E+04,,,,,,,,,,,,,,,,,,,,,,,,
  672.4,6.14E+04,,,,,,,,,,,,,,,,,,,,,,,,
  673.5,7.24E+04,,,,,,,,,,,,,,,,,,,,,,,,
  674.5,8.35E+04,,,,,,,,,,,,,,,,,,,,,,,,
  675.5,9.57E+04,,,,,,,,,,,,,,,,,,,,,,,,
  676.5,1.09E+05,,,,,,,,,,,,,,,,,,,,,,,,
  677.6,1.25E+05,,,,,,,,,,,,,,,,,,,,,,,,
  678.6,1.41E+05,,,,,,,,,,,,,,,,,,,,,,,,
  679.6,1.58E+05,,,,,,,,,,,,,,,,,,,,,,,,
  680.6,1.75E+05,,,,,,,,,,,,,,,,,,,,,,,,
  681.6,1.94E+05,,,,,,,,,,,,,,,,,,,,,,,,
  682.7,2.17E+05,,,,,,,,,,,,,,,,,,,,,,,,
  683.7,2.38E+05,,,,,,,,,,,,,,,,,,,,,,,,
  684.7,2.60E+05,,,,,,,,,,,,,,,,,,,,,,,,
  685.7,2.84E+05,,,,,,,,,,,,,,,,,,,,,,,,
  686.7,3.09E+05,,,,,,,,,,,,,,,,,,,,,,,,
  687.8,3.37E+05,,,,,,,,,,,,,,,,,,,,,,,,
  688.8,3.64E+05,,,,,,,,,,,,,,,,,,,,,,,,
  689.8,3.92E+05,,,,,,,,,,,,,,,,,,,,,,,,
  690.8,4.21E+05,,,,,,,,,,,,,,,,,,,,,,,,
  691.8,4.50E+05,,,,,,,,,,,,,,,,,,,,,,,,
  692.9,4.84E+05,,,,,,,,,,,,,,,,,,,,,,,,
  693.9,5.14E+05,,,,,,,,,,,,,,,,,,,,,,,,
  694.9,5.44E+05,,,,,,,,,,,,,,,,,,,,,,,,
  695.9,5.74E+05,,,,,,,,,,,,,,,,,,,,,,,,
  696.9,6.03E+05,,,,,,,,,,,,,,,,,,,,,,,,
  698,6.32E+05,,,,,,,,,,,,,,,,,,,,,,,,
  699,6.57E+05,,,,,,,,,,,,,,,,,,,,,,,,
  700,6.79E+05,,,,,,,,,,,,,,,,,,,,,,,,
  701,6.98E+05,,,,,,,,,,,,,,,,,,,,,,,,
  702,7.13E+05,,,,,,,,,,,,,,,,,,,,,,,,
  703.1,7.24E+05,,,,,,,,,,,,,,,,,,,,,,,,
  704.1,7.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
  705.1,7.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
  706.1,7.24E+05,,,,,,,,,,,,,,,,,,,,,,,,
  707.1,7.14E+05,,,,,,,,,,,,,,,,,,,,,,,,
  708.2,6.97E+05,,,,,,,,,,,,,,,,,,,,,,,,
  709.2,6.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
  710.2,6.54E+05,,,,,,,,,,,,,,,,,,,,,,,,
  711.2,6.27E+05,,,,,,,,,,,,,,,,,,,,,,,,
  712.2,5.97E+05,,,,,,,,,,,,,,,,,,,,,,,,
  713.3,5.62E+05,,,,,,,,,,,,,,,,,,,,,,,,
  714.3,5.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
  715.3,4.97E+05,,,,,,,,,,,,,,,,,,,,,,,,
  716.3,4.65E+05,,,,,,,,,,,,,,,,,,,,,,,,
  717.3,4.34E+05,,,,,,,,,,,,,,,,,,,,,,,,
  718.4,4.03E+05,,,,,,,,,,,,,,,,,,,,,,,,
  719.4,3.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
  720.4,3.56E+05,,,,,,,,,,,,,,,,,,,,,,,,
  721.4,3.38E+05,,,,,,,,,,,,,,,,,,,,,,,,
  722.4,3.23E+05,,,,,,,,,,,,,,,,,,,,,,,,
  723.5,3.11E+05,,,,,,,,,,,,,,,,,,,,,,,,
  724.5,3.03E+05,,,,,,,,,,,,,,,,,,,,,,,,
  725.5,2.99E+05,,,,,,,,,,,,,,,,,,,,,,,,
  726.5,2.98E+05,,,,,,,,,,,,,,,,,,,,,,,,
  727.6,2.99E+05,,,,,,,,,,,,,,,,,,,,,,,,
  728.6,3.02E+05,,,,,,,,,,,,,,,,,,,,,,,,
  729.6,3.07E+05,,,,,,,,,,,,,,,,,,,,,,,,
  730.6,3.12E+05,,,,,,,,,,,,,,,,,,,,,,,,
  731.6,3.17E+05,,,,,,,,,,,,,,,,,,,,,,,,
  732.7,3.23E+05,,,,,,,,,,,,,,,,,,,,,,,,
  733.7,3.27E+05,,,,,,,,,,,,,,,,,,,,,,,,
  734.7,3.30E+05,,,,,,,,,,,,,,,,,,,,,,,,
  735.7,3.31E+05,,,,,,,,,,,,,,,,,,,,,,,,
  736.7,3.31E+05,,,,,,,,,,,,,,,,,,,,,,,,
  737.8,3.28E+05,,,,,,,,,,,,,,,,,,,,,,,,
  738.8,3.23E+05,,,,,,,,,,,,,,,,,,,,,,,,
  739.8,3.16E+05,,,,,,,,,,,,,,,,,,,,,,,,
  740.8,3.07E+05,,,,,,,,,,,,,,,,,,,,,,,,
  741.8,2.97E+05,,,,,,,,,,,,,,,,,,,,,,,,
  742.9,2.83E+05,,,,,,,,,,,,,,,,,,,,,,,,
  743.9,2.69E+05,,,,,,,,,,,,,,,,,,,,,,,,
  744.9,2.55E+05,,,,,,,,,,,,,,,,,,,,,,,,
  745.9,2.39E+05,,,,,,,,,,,,,,,,,,,,,,,,
  746.9,2.23E+05,,,,,,,,,,,,,,,,,,,,,,,,
  748,2.06E+05,,,,,,,,,,,,,,,,,,,,,,,,
  749,1.90E+05,,,,,,,,,,,,,,,,,,,,,,,,
  750,1.75E+05,,,,,,,,,,,,,,,,,,,,,,,,
  751,1.61E+05,,,,,,,,,,,,,,,,,,,,,,,,
  752,1.49E+05,,,,,,,,,,,,,,,,,,,,,,,,
  753.1,1.36E+05,,,,,,,,,,,,,,,,,,,,,,,,
  754.1,1.26E+05,,,,,,,,,,,,,,,,,,,,,,,,
  755.1,1.18E+05,,,,,,,,,,,,,,,,,,,,,,,,
  756.1,1.12E+05,,,,,,,,,,,,,,,,,,,,,,,,
  757.1,1.08E+05,,,,,,,,,,,,,,,,,,,,,,,,
  758.2,1.06E+05,,,,,,,,,,,,,,,,,,,,,,,,
  759.2,1.06E+05,,,,,,,,,,,,,,,,,,,,,,,,
  760.2,1.09E+05,,,,,,,,,,,,,,,,,,,,,,,,
  761.2,1.14E+05,,,,,,,,,,,,,,,,,,,,,,,,
  762.2,1.21E+05,,,,,,,,,,,,,,,,,,,,,,,,
  763.3,1.32E+05,,,,,,,,,,,,,,,,,,,,,,,,
  764.3,1.45E+05,,,,,,,,,,,,,,,,,,,,,,,,
  765.3,1.59E+05,,,,,,,,,,,,,,,,,,,,,,,,
  766.3,1.76E+05,,,,,,,,,,,,,,,,,,,,,,,,
  767.3,1.95E+05,,,,,,,,,,,,,,,,,,,,,,,,
  768.4,2.18E+05,,,,,,,,,,,,,,,,,,,,,,,,
  769.4,2.41E+05,,,,,,,,,,,,,,,,,,,,,,,,
  770.4,2.65E+05,,,,,,,,,,,,,,,,,,,,,,,,
  771.4,2.90E+05,,,,,,,,,,,,,,,,,,,,,,,,
  772.4,3.15E+05,,,,,,,,,,,,,,,,,,,,,,,,
  773.5,3.44E+05,,,,,,,,,,,,,,,,,,,,,,,,
  774.5,3.70E+05,,,,,,,,,,,,,,,,,,,,,,,,
  775.5,3.95E+05,,,,,,,,,,,,,,,,,,,,,,,,
  776.5,4.18E+05,,,,,,,,,,,,,,,,,,,,,,,,
  777.6,4.42E+05,,,,,,,,,,,,,,,,,,,,,,,,
  778.6,4.62E+05,,,,,,,,,,,,,,,,,,,,,,,,
  779.6,4.79E+05,,,,,,,,,,,,,,,,,,,,,,,,
  780.6,4.92E+05,,,,,,,,,,,,,,,,,,,,,,,,
  781.6,5.03E+05,,,,,,,,,,,,,,,,,,,,,,,,
  782.7,5.10E+05,,,,,,,,,,,,,,,,,,,,,,,,
  783.7,5.13E+05,,,,,,,,,,,,,,,,,,,,,,,,
  784.7,5.12E+05,,,,,,,,,,,,,,,,,,,,,,,,
  785.7,5.07E+05,,,,,,,,,,,,,,,,,,,,,,,,
  786.7,4.98E+05,,,,,,,,,,,,,,,,,,,,,,,,
  787.8,4.85E+05,,,,,,,,,,,,,,,,,,,,,,,,
  788.8,4.69E+05,,,,,,,,,,,,,,,,,,,,,,,,
  789.8,4.50E+05,,,,,,,,,,,,,,,,,,,,,,,,
  790.8,4.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
  791.8,4.06E+05,,,,,,,,,,,,,,,,,,,,,,,,
  792.9,3.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
  793.9,3.52E+05,,,,,,,,,,,,,,,,,,,,,,,,
  794.9,3.26E+05,,,,,,,,,,,,,,,,,,,,,,,,
  795.9,2.99E+05,,,,,,,,,,,,,,,,,,,,,,,,
  796.9,2.72E+05,,,,,,,,,,,,,,,,,,,,,,,,
  798,2.44E+05,,,,,,,,,,,,,,,,,,,,,,,,
  799,2.19E+05,,,,,,,,,,,,,,,,,,,,,,,,
  800,1.95E+05,,,,,,,,,,,,,,,,,,,,,,,,
  801,1.73E+05,,,,,,,,,,,,,,,,,,,,,,,,
  802,1.53E+05,,,,,,,,,,,,,,,,,,,,,,,,
  803.1,1.32E+05,,,,,,,,,,,,,,,,,,,,,,,,
  804.1,1.15E+05,,,,,,,,,,,,,,,,,,,,,,,,
  805.1,9.99E+04,,,,,,,,,,,,,,,,,,,,,,,,
  806.1,8.65E+04,,,,,,,,,,,,,,,,,,,,,,,,
  807.1,7.48E+04,,,,,,,,,,,,,,,,,,,,,,,,
  808.2,6.39E+04,,,,,,,,,,,,,,,,,,,,,,,,
  809.2,5.55E+04,,,,,,,,,,,,,,,,,,,,,,,,
  810.2,4.84E+04,,,,,,,,,,,,,,,,,,,,,,,,
  811.2,4.27E+04,,,,,,,,,,,,,,,,,,,,,,,,
  812.2,3.80E+04,,,,,,,,,,,,,,,,,,,,,,,,
  813.3,3.40E+04,,,,,,,,,,,,,,,,,,,,,,,,
  814.3,3.12E+04,,,,,,,,,,,,,,,,,,,,,,,,
  815.3,2.92E+04,,,,,,,,,,,,,,,,,,,,,,,,
  816.3,2.77E+04,,,,,,,,,,,,,,,,,,,,,,,,
  817.3,2.68E+04,,,,,,,,,,,,,,,,,,,,,,,,
  818.4,2.62E+04,,,,,,,,,,,,,,,,,,,,,,,,
  819.4,2.60E+04,,,,,,,,,,,,,,,,,,,,,,,,
  820.4,2.61E+04,,,,,,,,,,,,,,,,,,,,,,,,
  821.4,2.63E+04,,,,,,,,,,,,,,,,,,,,,,,,
  822.4,2.67E+04,,,,,,,,,,,,,,,,,,,,,,,,
  823.5,2.72E+04,,,,,,,,,,,,,,,,,,,,,,,,
  824.5,2.77E+04,,,,,,,,,,,,,,,,,,,,,,,,
  825.5,2.82E+04,,,,,,,,,,,,,,,,,,,,,,,,
  826.5,2.87E+04,,,,,,,,,,,,,,,,,,,,,,,,
  827.6,2.92E+04,,,,,,,,,,,,,,,,,,,,,,,,
  828.6,2.97E+04,,,,,,,,,,,,,,,,,,,,,,,,
  829.6,3.01E+04,,,,,,,,,,,,,,,,,,,,,,,,
  830.6,3.05E+04,,,,,,,,,,,,,,,,,,,,,,,,
  831.6,3.09E+04,,,,,,,,,,,,,,,,,,,,,,,,
  832.7,3.14E+04,,,,,,,,,,,,,,,,,,,,,,,,
  833.7,3.20E+04,,,,,,,,,,,,,,,,,,,,,,,,
  834.7,3.26E+04,,,,,,,,,,,,,,,,,,,,,,,,
  835.7,3.33E+04,,,,,,,,,,,,,,,,,,,,,,,,
  836.7,3.43E+04,,,,,,,,,,,,,,,,,,,,,,,,
  837.8,3.56E+04,,,,,,,,,,,,,,,,,,,,,,,,
  838.8,3.72E+04,,,,,,,,,,,,,,,,,,,,,,,,
  839.8,3.93E+04,,,,,,,,,,,,,,,,,,,,,,,,
  840.8,4.18E+04,,,,,,,,,,,,,,,,,,,,,,,,
  841.8,4.50E+04,,,,,,,,,,,,,,,,,,,,,,,,
  842.9,4.94E+04,,,,,,,,,,,,,,,,,,,,,,,,
  843.9,5.44E+04,,,,,,,,,,,,,,,,,,,,,,,,
  844.9,6.03E+04,,,,,,,,,,,,,,,,,,,,,,,,
  845.9,6.74E+04,,,,,,,,,,,,,,,,,,,,,,,,
  846.9,7.58E+04,,,,,,,,,,,,,,,,,,,,,,,,
  848,8.67E+04,,,,,,,,,,,,,,,,,,,,,,,,
  849,9.83E+04,,,,,,,,,,,,,,,,,,,,,,,,
  850,1.12E+05,,,,,,,,,,,,,,,,,,,,,,,,
  851,1.27E+05,,,,,,,,,,,,,,,,,,,,,,,,
  852,1.44E+05,,,,,,,,,,,,,,,,,,,,,,,,
  853.1,1.65E+05,,,,,,,,,,,,,,,,,,,,,,,,
  854.1,1.87E+05,,,,,,,,,,,,,,,,,,,,,,,,
  855.1,2.11E+05,,,,,,,,,,,,,,,,,,,,,,,,
  856.1,2.37E+05,,,,,,,,,,,,,,,,,,,,,,,,
  857.1,2.65E+05,,,,,,,,,,,,,,,,,,,,,,,,
  858.2,2.98E+05,,,,,,,,,,,,,,,,,,,,,,,,
  859.2,3.30E+05,,,,,,,,,,,,,,,,,,,,,,,,
  860.2,3.64E+05,,,,,,,,,,,,,,,,,,,,,,,,
  861.2,4.00E+05,,,,,,,,,,,,,,,,,,,,,,,,
  862.2,4.36E+05,,,,,,,,,,,,,,,,,,,,,,,,
  863.3,4.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
  864.3,5.16E+05,,,,,,,,,,,,,,,,,,,,,,,,
  865.3,5.54E+05,,,,,,,,,,,,,,,,,,,,,,,,
  866.3,5.91E+05,,,,,,,,,,,,,,,,,,,,,,,,
  867.3,6.28E+05,,,,,,,,,,,,,,,,,,,,,,,,
  868.4,6.66E+05,,,,,,,,,,,,,,,,,,,,,,,,
  869.4,6.99E+05,,,,,,,,,,,,,,,,,,,,,,,,
  870.4,7.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
  871.4,7.56E+05,,,,,,,,,,,,,,,,,,,,,,,,
  872.4,7.79E+05,,,,,,,,,,,,,,,,,,,,,,,,
  873.5,8.00E+05,,,,,,,,,,,,,,,,,,,,,,,,
  874.5,8.15E+05,,,,,,,,,,,,,,,,,,,,,,,,
  875.5,8.25E+05,,,,,,,,,,,,,,,,,,,,,,,,
  876.5,8.30E+05,,,,,,,,,,,,,,,,,,,,,,,,
  877.6,8.30E+05,,,,,,,,,,,,,,,,,,,,,,,,
  878.6,8.25E+05,,,,,,,,,,,,,,,,,,,,,,,,
  879.6,8.15E+05,,,,,,,,,,,,,,,,,,,,,,,,
  880.6,8.00E+05,,,,,,,,,,,,,,,,,,,,,,,,
  881.6,7.81E+05,,,,,,,,,,,,,,,,,,,,,,,,
  882.7,7.55E+05,,,,,,,,,,,,,,,,,,,,,,,,
  883.7,7.28E+05,,,,,,,,,,,,,,,,,,,,,,,,
  884.7,6.97E+05,,,,,,,,,,,,,,,,,,,,,,,,
  885.7,6.64E+05,,,,,,,,,,,,,,,,,,,,,,,,
  886.7,6.28E+05,,,,,,,,,,,,,,,,,,,,,,,,
  887.8,5.88E+05,,,,,,,,,,,,,,,,,,,,,,,,
  888.8,5.50E+05,,,,,,,,,,,,,,,,,,,,,,,,
  889.8,5.11E+05,,,,,,,,,,,,,,,,,,,,,,,,
  890.8,4.72E+05,,,,,,,,,,,,,,,,,,,,,,,,
  891.8,4.34E+05,,,,,,,,,,,,,,,,,,,,,,,,
  892.9,3.93E+05,,,,,,,,,,,,,,,,,,,,,,,,
  893.9,3.57E+05,,,,,,,,,,,,,,,,,,,,,,,,
  894.9,3.23E+05,,,,,,,,,,,,,,,,,,,,,,,,
  895.9,2.91E+05,,,,,,,,,,,,,,,,,,,,,,,,
  896.9,2.61E+05,,,,,,,,,,,,,,,,,,,,,,,,
  898,2.31E+05,,,,,,,,,,,,,,,,,,,,,,,,
  899,2.06E+05,,,,,,,,,,,,,,,,,,,,,,,,
  900,1.83E+05,,,,,,,,,,,,,,,,,,,,,,,,
  901,1.63E+05,,,,,,,,,,,,,,,,,,,,,,,,
  902,1.45E+05,,,,,,,,,,,,,,,,,,,,,,,,
  903.1,1.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
  904.1,1.16E+05,,,,,,,,,,,,,,,,,,,,,,,,
  905.1,1.05E+05,,,,,,,,,,,,,,,,,,,,,,,,
  906.1,9.61E+04,,,,,,,,,,,,,,,,,,,,,,,,
  907.1,8.90E+04,,,,,,,,,,,,,,,,,,,,,,,,
  908.2,8.31E+04,,,,,,,,,,,,,,,,,,,,,,,,
  909.2,7.92E+04,,,,,,,,,,,,,,,,,,,,,,,,
  910.2,7.66E+04,,,,,,,,,,,,,,,,,,,,,,,,
  911.2,7.51E+04,,,,,,,,,,,,,,,,,,,,,,,,
  912.2,7.46E+04,,,,,,,,,,,,,,,,,,,,,,,,
  913.3,7.48E+04,,,,,,,,,,,,,,,,,,,,,,,,
  914.3,7.56E+04,,,,,,,,,,,,,,,,,,,,,,,,
  915.3,7.69E+04,,,,,,,,,,,,,,,,,,,,,,,,
  916.3,7.86E+04,,,,,,,,,,,,,,,,,,,,,,,,
  917.3,8.04E+04,,,,,,,,,,,,,,,,,,,,,,,,
  918.4,8.25E+04,,,,,,,,,,,,,,,,,,,,,,,,
